PDB_CHAIN_ID,SP_PRIMARY,GENE,coverage
3RIK.A,P04062,GBA,0.9272388059701493
3RIK.B,P04062,GBA,0.9272388059701493
3RIK.C,P04062,GBA,0.9272388059701493
3RIK.D,P04062,GBA,0.9272388059701493
3RIL.A,P04062,GBA,0.9253731343283582
3RIL.B,P04062,GBA,0.9272388059701493
3RIL.C,P04062,GBA,0.9253731343283582
3RIL.D,P04062,GBA,0.9272388059701493
3RIN.A,Q16539,MAPK14,0.9694444444444444
3RIP.A,Q9UGJ1,TUBGCP4,0.8515742128935533
3RIS.A,Q9Y5K5,UCHL5,0.6899696048632219
3RIS.B,Q9Y5K5,UCHL5,0.6899696048632219
3RIS.C,Q9Y5K5,UCHL5,0.6808510638297872
3RIS.D,Q9Y5K5,UCHL5,0.6747720364741641
3RIY.A,Q9NXA8,SIRT5,0.867741935483871
3RIY.B,Q9NXA8,SIRT5,0.867741935483871
3RIY.C,P68431,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,0.051470588235294115
3RIY.D,P68431,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,0.058823529411764705
3RJ3.A,P01024,C3,0.17558628983764282
3RJ3.B,P01024,C3,0.1803968731208659
3RJ3.C,P01024,C3,0.17558628983764282
3RJ3.D,P08603,CFH,0.10154346060113728
3RJ3.E,P08603,CFH,0.0982940698619009
3RJ3.F,P08603,CFH,0.0869212022745735
3RJ7.A,P00918,CA2,0.9923076923076923
3RJC.A,P24941,CDK2,0.9865771812080537
3RJE.A,P06746,POLB,0.982089552238806
3RJF.A,P06746,POLB,0.9731343283582089
3RJG.A,P06746,POLB,0.9731343283582089
3RJH.A,P06746,POLB,0.9731343283582089
3RJI.A,P06746,POLB,0.9731343283582089
3RJJ.A,P06746,POLB,0.9731343283582089
3RJK.A,P06746,POLB,0.9731343283582089
3RJM.A,P42575,CASP2,0.35176991150442477
3RJM.B,P42575,CASP2,0.21460176991150443
3RJM.C,P42575,CASP2,0.35398230088495575
3RJM.D,P42575,CASP2,0.21460176991150443
3RJO.A,Q9NZ08,ERAP1,0.4272051009564293
3RJW.A,Q96KQ7,EHMT2,0.22148760330578512
3RJW.B,Q96KQ7,EHMT2,0.2231404958677686
3RK2.A,P63027,VAMP2,0.25862068965517243
3RK2.C,P60880,SNAP25,0.36893203883495146
3RK2.D,P60880,SNAP25,0.3058252427184466
3RK2.E,P63027,VAMP2,0.27586206896551724
3RK2.G,P60880,SNAP25,0.36893203883495146
3RK2.H,P60880,SNAP25,0.3058252427184466
3RK3.A,P63027,VAMP2,0.28448275862068967
3RK3.C,P60880,SNAP25,0.3155339805825243
3RK3.D,P60880,SNAP25,0.3058252427184466
3RK3.E,O14810,CPLX1,0.3582089552238806
3RK5.A,P24941,CDK2,0.9865771812080537
3RK6.A,Q9H074,PAIP1,0.453027139874739
3RK6.B,Q9H074,PAIP1,0.453027139874739
3RK7.A,P24941,CDK2,0.9865771812080537
3RK9.A,P24941,CDK2,0.9865771812080537
3RKB.A,P24941,CDK2,0.9865771812080537
3RKQ.A,P52952,NKX2-5,0.17592592592592593
3RKQ.B,P52952,NKX2-5,0.1728395061728395
3RKZ.A,P07900,HSP90AA1,0.28415300546448086
3RL0.A,P63027,VAMP2,0.28448275862068967
3RL0.C,P60880,SNAP25,0.34951456310679613
3RL0.D,P60880,SNAP25,0.2912621359223301
3RL0.E,P63027,VAMP2,0.28448275862068967
3RL0.G,P60880,SNAP25,0.3592233009708738
3RL0.H,P60880,SNAP25,0.28640776699029125
3RL0.I,P63027,VAMP2,0.28448275862068967
3RL0.K,P60880,SNAP25,0.3446601941747573
3RL0.L,P60880,SNAP25,0.30097087378640774
3RL0.M,P63027,VAMP2,0.28448275862068967
3RL0.O,P60880,SNAP25,0.34951456310679613
3RL0.P,P60880,SNAP25,0.30097087378640774
3RL0.Q,P63027,VAMP2,0.28448275862068967
3RL0.S,P60880,SNAP25,0.33980582524271846
3RL0.T,P60880,SNAP25,0.2912621359223301
3RL0.U,P63027,VAMP2,0.28448275862068967
3RL0.W,P60880,SNAP25,0.33980582524271846
3RL0.X,P60880,SNAP25,0.2961165048543689
3RL0.Y,P63027,VAMP2,0.28448275862068967
3RL0.a,P60880,SNAP25,0.33980582524271846
3RL0.b,P60880,SNAP25,0.28640776699029125
3RL0.c,P63027,VAMP2,0.28448275862068967
3RL0.e,P60880,SNAP25,0.34951456310679613
3RL0.f,P60880,SNAP25,0.2912621359223301
3RL0.g,O14810,CPLX1,0.3358208955223881
3RL0.h,O14810,CPLX1,0.3358208955223881
3RL0.i,O14810,CPLX1,0.3358208955223881
3RL0.j,O14810,CPLX1,0.3358208955223881
3RL0.k,O14810,CPLX1,0.3358208955223881
3RL0.l,O14810,CPLX1,0.3358208955223881
3RL0.m,O14810,CPLX1,0.3358208955223881
3RL0.n,O14810,CPLX1,0.3358208955223881
3RL1.A,P04439,HLA-A,0.7506849315068493
3RL1.B,P61769,B2M,0.8319327731092437
3RL2.A,P04439,HLA-A,0.7506849315068493
3RL2.B,P61769,B2M,0.8319327731092437
3RL7.A,Q12959,DLG1,0.09955752212389381
3RL7.B,Q12959,DLG1,0.09734513274336283
3RL7.C,Q12959,DLG1,0.09623893805309734
3RL7.D,Q12959,DLG1,0.1006637168141593
3RL7.E,Q12959,DLG1,0.09070796460176991
3RL7.F,Q12959,DLG1,0.09955752212389381
3RL7.G,P25054,APC,0.0024621878297572987
3RL7.H,P25054,APC,0.0017587055926837848
3RL7.I,P25054,APC,0.0017587055926837848
3RL7.J,P25054,APC,0.002110446711220542
3RL7.K,P25054,APC,0.0017587055926837848
3RL7.L,P25054,APC,0.0014069644741470278
3RL8.A,Q12959,DLG1,0.10398230088495575
3RL8.B,Q12959,DLG1,0.09955752212389381
3RL8.C,Q12959,DLG1,0.10508849557522124
3RL8.D,Q12959,DLG1,0.10398230088495575
3RL8.E,Q12959,DLG1,0.09955752212389381
3RL8.F,P25054,APC,0.002110446711220542
3RLD.A,P00918,CA2,0.9884615384615385
3RLE.A,Q9H8Y8,GORASP2,0.4469026548672566
3RLJ.A,P10275,AR,0.2684782608695652
3RLL.A,P10275,AR,0.25869565217391305
3RLN.A,Q16666,IFI16,0.24076433121019108
3RLO.A,Q16666,IFI16,0.2445859872611465
3RLP.A,P07900,HSP90AA1,0.29508196721311475
3RLP.B,P07900,HSP90AA1,0.29098360655737704
3RLQ.A,P07900,HSP90AA1,0.296448087431694
3RLQ.B,P07900,HSP90AA1,0.296448087431694
3RLR.A,P07900,HSP90AA1,0.296448087431694
3RLR.B,P07900,HSP90AA1,0.296448087431694
3RLW.H,P00734,F2,0.4035369774919614
3RLW.L,P00734,F2,0.04501607717041801
3RLY.H,P00734,F2,0.4035369774919614
3RLY.L,P00734,F2,0.04501607717041801
3RM0.H,P00734,F2,0.4035369774919614
3RM0.L,P00734,F2,0.04501607717041801
3RM2.H,P00734,F2,0.4035369774919614
3RM2.L,P00734,F2,0.04501607717041801
3RM4.A,Q9BZP6,CHIA,0.7836134453781513
3RM4.B,Q9BZP6,CHIA,0.792016806722689
3RM6.A,P24941,CDK2,0.9832214765100671
3RM7.A,P24941,CDK2,0.9865771812080537
3RM8.A,Q9BZP6,CHIA,0.792016806722689
3RM8.B,Q9BZP6,CHIA,0.7836134453781513
3RM9.A,Q9BZP6,CHIA,0.792016806722689
3RM9.B,Q9BZP6,CHIA,0.7836134453781513
3RME.A,Q9BZP6,CHIA,0.792016806722689
3RME.B,Q9BZP6,CHIA,0.7836134453781513
3RMF.A,P24941,CDK2,0.9328859060402684
3RML.H,P00734,F2,0.4035369774919614
3RML.L,P00734,F2,0.04501607717041801
3RMM.H,P00734,F2,0.4035369774919614
3RMM.L,P00734,F2,0.04501607717041801
3RMN.H,P00734,F2,0.4035369774919614
3RMN.L,P00734,F2,0.04501607717041801
3RMO.H,P00734,F2,0.4035369774919614
3RMO.L,P00734,F2,0.04501607717041801
3RMU.A,Q96PE7,MCEE,0.75
3RMU.B,Q96PE7,MCEE,0.75
3RMU.C,Q96PE7,MCEE,0.75
3RMU.D,Q96PE7,MCEE,0.75
3RMV.A,P46976,GYG1,0.7085714285714286
3RMW.A,P46976,GYG1,0.7114285714285713
3RN2.A,O14862,AIM2,0.565597667638484
3RN2.B,O14862,AIM2,0.5626822157434402
3RN5.A,O14862,AIM2,0.565597667638484
3RN5.B,O14862,AIM2,0.565597667638484
3RN5.C,O14862,AIM2,0.565597667638484
3RN5.D,O14862,AIM2,0.5626822157434402
3RN8.A,P42262,GRIA2,0.28992072480181197
3RN8.B,P42262,GRIA2,0.29105322763306907
3RN8.C,P42262,GRIA2,0.28992072480181197
3RNI.A,P24941,CDK2,0.9865771812080537
3RNJ.A,Q9UQB8,BAIAP2,0.11231884057971014
3RNM.A,P09622,DLD,0.9273084479371316
3RNM.B,P09622,DLD,0.919449901768173
3RNM.C,P09622,DLD,0.9273084479371316
3RNM.D,P09622,DLD,0.919449901768173
3RNM.E,P11182,DBT,0.08921161825726141
3RNM.F,P11182,DBT,0.08713692946058091
3RNN.A,P42262,GRIA2,0.29105322763306907
3RNN.B,P42262,GRIA2,0.29105322763306907
3RNN.C,P42262,GRIA2,0.28992072480181197
3RNU.A,Q16666,IFI16,0.2484076433121019
3RNU.B,Q16666,IFI16,0.24968152866242038
3RNU.C,Q16666,IFI16,0.2484076433121019
3RNU.D,Q16666,IFI16,0.2484076433121019
3RNY.A,Q15418,RPS6KA1,0.35918367346938773
3RNY.B,Q15418,RPS6KA1,0.3687074829931973
3RO2.B,Q14980,NUMA1,0.010401891252955082
3RO4.A,P50053,KHK,0.9865771812080537
3RO4.B,P50053,KHK,0.9530201342281879
3ROC.A,Q16539,MAPK14,0.9361111111111111
3ROD.A,P40261,NNMT,0.9810606060606061
3ROD.B,P40261,NNMT,0.9810606060606061
3ROD.C,P40261,NNMT,0.9810606060606061
3ROD.D,P40261,NNMT,0.9734848484848485
3ROK.A,P28907,CD38,0.8366666666666667
3ROK.B,P28907,CD38,0.84
3ROM.A,P28907,CD38,0.84
3ROM.B,P28907,CD38,0.84
3ROP.A,P28907,CD38,0.84
3ROP.B,P28907,CD38,0.84
3ROQ.A,P28907,CD38,0.84
3ROQ.B,P28907,CD38,0.8333333333333334
3ROV.A,P01308,INS,0.19090909090909092
3ROV.B,P01308,INS,0.2727272727272727
3ROV.C,P01308,INS,0.19090909090909092
3ROV.D,P01308,INS,0.2727272727272727
3ROV.E,P01308,INS,0.19090909090909092
3ROV.F,P01308,INS,0.2727272727272727
3ROV.G,P01308,INS,0.19090909090909092
3ROV.H,P01308,INS,0.2727272727272727
3ROV.I,P01308,INS,0.19090909090909092
3ROV.J,P01308,INS,0.2727272727272727
3ROV.K,P01308,INS,0.19090909090909092
3ROV.L,P01308,INS,0.2727272727272727
3ROY.A,P24941,CDK2,0.9865771812080537
3RP1.A,Q6GTX8,LAIR1,0.3344947735191638
3RP1.B,Q6GTX8,LAIR1,0.33797909407665505
3RP1.C,Q6GTX8,LAIR1,0.34146341463414637
3RP1.D,Q6GTX8,LAIR1,0.33797909407665505
3RPG.A,P61077,UBE2D3,0.9931972789115646
3RPG.B,P35226,BMI1,0.30368098159509205
3RPG.C,Q99496,RNF2,0.3005952380952381
3RPN.A,Q9Y2Q3,GSTK1,0.9734513274336283
3RPN.B,Q9Y2Q3,GSTK1,0.9734513274336283
3RPN.C,Q9Y2Q3,GSTK1,0.9734513274336283
3RPN.D,Q9Y2Q3,GSTK1,0.9734513274336283
3RPN.E,Q9Y2Q3,GSTK1,0.9734513274336283
3RPN.F,Q9Y2Q3,GSTK1,0.9734513274336283
3RPO.A,P24941,CDK2,0.9865771812080537
3RPP.A,Q9Y2Q3,GSTK1,0.9557522123893806
3RPP.B,Q9Y2Q3,GSTK1,0.9601769911504425
3RPP.C,Q9Y2Q3,GSTK1,0.9557522123893806
3RPR.A,P24941,CDK2,0.9463087248322148
3RPS.A,P68400,CSNK2A1,0.8542199488491049
3RPS.B,P68400,CSNK2A1,0.8542199488491049
3RPV.A,P24941,CDK2,0.9865771812080537
3RPX.A,Q07021,C1QBP,0.5035460992907801
3RPX.B,Q07021,C1QBP,0.5
3RPX.C,Q07021,C1QBP,0.4716312056737588
3RPY.A,P24941,CDK2,0.9295302013422819
3RQ3.A,Q495A1,TIGIT,0.4385245901639344
3RQ3.B,Q495A1,TIGIT,0.4385245901639344
3RQ4.A,Q86Y97,KMT5C,0.5194805194805194
3RQ7.A,P53350,PLK1,0.351575456053068
3RQD.A,Q9BY41,HDAC8,0.9389920424403183
3RQD.B,Q9BY41,HDAC8,0.9416445623342174
3RQE.A,Q9BUL8,PDCD10,0.8962264150943395
3RQE.B,Q9BUL8,PDCD10,0.9056603773584906
3RQE.C,Q9BUL8,PDCD10,0.9481132075471698
3RQE.D,Q9BUL8,PDCD10,0.8820754716981133
3RQE.E,P49023,PXN,0.01692047377326565
3RQF.A,Q9BUL8,PDCD10,0.9292452830188679
3RQF.B,Q9BUL8,PDCD10,0.929245283018868
3RQF.C,Q9BUL8,PDCD10,0.9198113207547169
3RQF.D,Q9BUL8,PDCD10,0.9056603773584906
3RQF.E,P49023,PXN,0.018612521150592216
3RQG.A,Q9BUL8,PDCD10,0.9292452830188679
3RQG.B,Q9BUL8,PDCD10,0.9481132075471698
3RQG.C,Q9BUL8,PDCD10,0.9905660377358491
3RQG.D,Q9BUL8,PDCD10,0.9575471698113207
3RQG.E,P49023,PXN,0.02030456852791878
3RQS.A,Q16836,HADH,0.9299363057324841
3RQS.B,Q16836,HADH,1.0
3RRQ.A,Q15116,PDCD1,0.375
3RRU.A,O75674,TOM1L1,0.296218487394958
3RRU.B,O75674,TOM1L1,0.296218487394958
3RRY.A,P01112,HRAS,0.8783068783068783
3RRZ.A,P01112,HRAS,0.8783068783068783
3RS0.A,P01112,HRAS,0.8783068783068783
3RS2.A,P01112,HRAS,0.8783068783068783
3RS3.A,P01112,HRAS,0.8783068783068783
3RS4.A,P01112,HRAS,0.8677248677248677
3RS5.A,P01112,HRAS,0.8783068783068783
3RS7.A,P01112,HRAS,0.8624338624338624
3RSL.A,P01112,HRAS,0.8253968253968254
3RSN.A,Q9UBL3,ASH2L,0.2627388535031847
3RSO.A,P01112,HRAS,0.8783068783068783
3RSV.A,P56817,BACE1,0.7265469061876247
3RSW.A,P05413,FABP3,1.0
3RSW.B,P05413,FABP3,1.0
3RSX.A,P56817,BACE1,0.748502994011976
3RT3.B,P05161,ISG15,0.9272727272727272
3RTH.A,P56817,BACE1,0.7405189620758483
3RTM.A,P56817,BACE1,0.7365269461077845
3RTN.A,P56817,BACE1,0.7325349301397206
3RTP.A,P53779,MAPK10,0.7133620689655172
3RTR.A,Q13616,CUL1,0.45489690721649484
3RTR.B,P62877,RBX1,0.7962962962962963
3RTR.C,Q13616,CUL1,0.40850515463917525
3RTR.D,P62877,RBX1,0.7314814814814815
3RTR.E,Q13616,CUL1,0.46262886597938147
3RTR.F,P62877,RBX1,0.75
3RTR.G,Q13616,CUL1,0.4639175257731959
3RTR.H,P62877,RBX1,0.75
3RTS.A,P39900,MMP12,0.33617021276595743
3RTT.A,P39900,MMP12,0.33617021276595743
3RU0.A,Q9H7B4,SMYD3,0.9929906542056075
3RU0.B,Q9H7B4,SMYD3,0.9789719626168224
3RU1.A,P56817,BACE1,0.7245508982035929
3RU8.L,P01834,IGKC,0.9813084112149533
3RUK.A,P05093,CYP17A1,0.9133858267716535
3RUK.B,P05093,CYP17A1,0.9153543307086613
3RUK.C,P05093,CYP17A1,0.9291338582677166
3RUK.D,P05093,CYP17A1,0.9311023622047244
3RUL.A,P0CG48,UBC,0.10948905109489052
3RUL.B,P0CG48,UBC,0.10948905109489052
3RUL.C,P0CG48,UBC,0.10948905109489052
3RUL.D,P0CG48,UBC,0.10948905109489052
3RUT.A,Q96RI1,NR1H4,0.4711934156378601
3RUT.B,Q15788,NCOA1,0.007633587786259542
3RUU.A,Q96RI1,NR1H4,0.4711934156378601
3RUU.B,Q15788,NCOA1,0.007633587786259542
3RV5.A,P63316,TNNC1,0.515527950310559
3RV5.B,P63316,TNNC1,0.484472049689441
3RV5.C,P63316,TNNC1,0.515527950310559
3RV5.D,P63316,TNNC1,0.484472049689441
3RVF.A,Q96RI1,NR1H4,0.4691358024691358
3RVF.B,Q15788,NCOA1,0.007633587786259542
3RVG.A,O60674,JAK2,0.25353356890459366
3RVH.A,O75164,KDM4A,0.3298872180451128
3RVH.B,O75164,KDM4A,0.32894736842105265
3RVI.A,P56817,BACE1,0.7365269461077845
3RW6.A,Q9UBU9,NXF1,0.39579967689822293
3RW6.B,Q9UBU9,NXF1,0.39418416801292405
3RW7.A,Q9UBU9,NXF1,0.39095315024232635
3RW7.B,Q9UBU9,NXF1,0.25848142164781907
3RW7.C,Q9UBU9,NXF1,0.39095315024232635
3RW7.D,Q9UBU9,NXF1,0.2568659127625202
3RW9.A,P19623,SRM,0.9337748344370862
3RW9.B,P19623,SRM,0.933774834437086
3RWJ.B,P61769,B2M,0.8319327731092437
3RWP.A,O15530,PDPK1,0.5
3RWQ.A,O15530,PDPK1,0.5107913669064748
3RWR.A,Q13426,XRCC4,0.4375
3RWR.B,Q13426,XRCC4,0.4523809523809524
3RWR.D,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.E,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.F,Q13426,XRCC4,0.46726190476190477
3RWR.G,Q13426,XRCC4,0.46726190476190477
3RWR.H,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.I,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.J,Q13426,XRCC4,0.46726190476190477
3RWR.K,Q13426,XRCC4,0.46726190476190477
3RWR.L,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.M,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.N,Q13426,XRCC4,0.46726190476190477
3RWR.O,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.P,Q13426,XRCC4,0.46726190476190477
3RWR.Q,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.R,Q13426,XRCC4,0.46726190476190477
3RWR.S,Q9H9Q4,NHEJ1,0.7190635451505016
3RWR.T,Q9H9Q4,NHEJ1,0.7391304347826086
3RWR.U,Q13426,XRCC4,0.46726190476190477
3RWR.V,Q13426,XRCC4,0.46726190476190477
3RWR.W,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.X,Q9H9Q4,NHEJ1,0.7491638795986622
3RWR.Y,Q13426,XRCC4,0.46726190476190477
3RWV.A,Q9NZD2,GLTP,0.9808612440191388
3RWV.B,Q9NZD2,GLTP,0.9952153110047847
3RX2.A,P15121,AKR1B1,1.0
3RX3.A,P15121,AKR1B1,1.0
3RX4.A,P15121,AKR1B1,1.0
3RY4.A,P12318,FCGR2A,0.5362776025236593
3RY5.A,P12318,FCGR2A,0.5362776025236593
3RY6.A,P01857,IGHG1,0.6484848484848484
3RY6.B,P01857,IGHG1,0.6484848484848484
3RY6.C,P12318,FCGR2A,0.526813880126183
3RYE.A,P14324,FDPS,0.8138424821002387
3RYJ.B,P00918,CA2,0.9884615384615385
3RYT.C,P63000,RAC1,0.90625
3RYV.B,P00918,CA2,0.9884615384615385
3RYX.B,P00918,CA2,0.9923076923076923
3RYY.A,P00918,CA2,0.9884615384615385
3RYZ.A,P00918,CA2,0.9923076923076923
3RZ0.B,P00918,CA2,0.9923076923076923
3RZ1.B,P00918,CA2,0.9884615384615385
3RZ3.A,P49427,CDC34,0.690677966101695
3RZ3.B,P49427,CDC34,0.690677966101695
3RZ3.C,P49427,CDC34,0.6610169491525424
3RZ3.D,P49427,CDC34,0.6186440677966101
3RZ5.A,P00918,CA2,0.9923076923076923
3RZ7.A,P00918,CA2,0.9884615384615385
3RZ8.A,P00918,CA2,0.9884615384615385
3RZ9.B,P13010,XRCC5,0.01639344262295082
3RZB.A,P24941,CDK2,0.9463087248322148
3RZE.A,P35367,HRH1,0.5523613963039014
3RZG.A,Q6NS38,ALKBH2,0.7777777777777778
3RZH.A,Q6NS38,ALKBH2,0.7662835249042146
3RZJ.A,Q6NS38,ALKBH2,0.7662835249042146
3RZK.A,Q6NS38,ALKBH2,0.7662835249042146
3RZL.A,Q6NS38,ALKBH2,0.735632183908046
3RZL.D,Q6NS38,ALKBH2,0.7586206896551724
3RZM.A,Q6NS38,ALKBH2,0.7624521072796935
3RZN.A,Q9NZD2,GLTP,0.9856459330143541
3RZU.A,O95630,STAMBP,0.41509433962264153
3RZU.B,O95630,STAMBP,0.41509433962264153
3RZU.C,O95630,STAMBP,0.41745283018867924
3RZU.D,O95630,STAMBP,0.41509433962264153
3RZU.E,O95630,STAMBP,0.4080188679245283
3RZU.F,O95630,STAMBP,0.4080188679245283
3RZU.G,O95630,STAMBP,0.4080188679245283
3RZV.A,O95630,STAMBP,0.4221698113207547
3RZW.C,P63165,SUMO1,0.7425742574257426
3RZW.D,P63165,SUMO1,0.7722772277227723
3RZX.B,P12956,XRCC6,0.019704433497536946
3RZY.A,P15090,FABP4,1.0
3S00.A,P24941,CDK2,0.9865771812080537
3S0I.A,Q9NZD2,GLTP,0.9617224880382775
3S0K.A,Q9NZD2,GLTP,0.9712918660287081
3S0N.A,P23946,CMA1,0.9149797570850202
3S0O.A,P24941,CDK2,0.9832214765100671
3S1B.V,P15692,VEGFA,0.41379310344827586
3S1H.A,P24941,CDK2,0.9295302013422819
3S1K.V,P15692,VEGFA,0.40948275862068967
3S1K.W,P15692,VEGFA,0.40086206896551724
3S24.A,O60942,RNGTT,0.5494137353433836
3S24.B,O60942,RNGTT,0.5293132328308208
3S24.C,O60942,RNGTT,0.525963149078727
3S24.D,O60942,RNGTT,0.5494137353433836
3S24.E,O60942,RNGTT,0.5510887772194305
3S24.F,O60942,RNGTT,0.5577889447236181
3S24.G,O60942,RNGTT,0.5510887772194305
3S2A.A,P48736,PIK3CG,0.7568058076225046
3S2K.A,O75581,LRP6,0.37817730936143834
3S2K.B,O75581,LRP6,0.37817730936143834
3S2K.C,O94907,DKK1,0.2857142857142857
3S2O.A,P56817,BACE1,0.7544910179640718
3S2P.A,P24941,CDK2,0.9362416107382551
3S32.A,Q9UBL3,ASH2L,0.25636942675159236
3S35.X,P35968,KDR,0.08185840707964602
3S36.X,P35968,KDR,0.08185840707964602
3S37.X,P35968,KDR,0.08112094395280237
3S3G.A,P15121,AKR1B1,1.0
3S3I.A,Q16539,MAPK14,0.9694444444444444
3S3J.A,P21980,TGM2,0.9461426491994178
3S3P.A,P21980,TGM2,0.8893740902474527
3S3S.A,P21980,TGM2,0.901018922852984
3S3V.A,P00374,DHFR,0.9946524064171123
3S41.A,P35557,GCK,0.946236559139785
3S48.C,P69905,HBA1; HBA2,0.971830985915493
3S48.D,P69905,HBA1; HBA2,0.9859154929577465
3S4E.A,Q8WTR2,DUSP19,0.6543778801843319
3S4J.A,P14324,FDPS,0.8114558472553699
3S4M.A,Q16595,FXN,0.5761904761904761
3S4Q.A,Q16539,MAPK14,0.9055555555555554
3S4R.A,P08670,VIM,0.1888412017167382
3S4R.B,P08670,VIM,0.19527896995708155
3S4S.A,P01903,HLA-DRA,0.7007874015748031
3S4S.B,P04229,HLA-DRB1,0.6954887218045113
3S4S.D,P01903,HLA-DRA,0.7086614173228346
3S4S.E,P04229,HLA-DRB1,0.6917293233082706
3S4S.G,P01730,CD4,0.38427947598253276
3S4S.H,P01730,CD4,0.38209606986899564
3S4Y.A,Q9H3S4,TPK1,0.9218106995884774
3S4Y.B,Q9H3S4,TPK1,0.9218106995884774
3S57.A,Q6NS38,ALKBH2,0.7777777777777778
3S5A.A,Q6NS38,ALKBH2,0.7777777777777778
3S5D.A,Q16595,FXN,0.5761904761904761
3S5E.A,Q16595,FXN,0.5761904761904761
3S5F.A,Q16595,FXN,0.5714285714285714
3S5F.B,Q16595,FXN,0.5952380952380952
3S5J.A,P60891,PRPS1,0.9559748427672956
3S5J.B,P60891,PRPS1,0.9685534591194969
3S5L.A,P01903,HLA-DRA,0.7007874015748031
3S5L.B,P04229,HLA-DRB1,0.7142857142857143
3S5L.D,P01903,HLA-DRA,0.7047244094488189
3S5L.E,P04229,HLA-DRB1,0.7142857142857143
3S5L.G,P01730,CD4,0.38209606986899564
3S5L.H,P01730,CD4,0.38427947598253276
3S5N.A,Q86XE5,HOGA1,0.9021406727828746
3S5O.A,Q86XE5,HOGA1,0.9051987767584098
3S5Y.A,P06280,GLA,0.9090909090909091
3S5Y.B,P06280,GLA,0.9114219114219114
3S5Z.A,P06280,GLA,0.9090909090909091
3S5Z.B,P06280,GLA,0.9090909090909091
3S65.A,P69905,HBA1; HBA2,0.9929577464788732
3S65.B,P68871,HBB,0.9931972789115646
3S65.C,P69905,HBA1; HBA2,0.9929577464788732
3S65.D,P68871,HBB,0.9931972789115646
3S66.A,P69905,HBA1; HBA2,0.9788732394366197
3S66.B,P68871,HBB,0.9931972789115646
3S67.A,P01034,CST3,0.7602739726027398
3S6C.A,P15812,CD1E,0.6881443298969072
3S6C.A,P61769,B2M,0.8319327731092437
3S6W.A,Q9H7E2,TDRD3,0.07987711213517665
3S70.A,P55212,CASP6,0.8225255972696246
3S70.C,P55212,CASP6,0.8156996587030716
3S71.B,P00918,CA2,0.9923076923076923
3S72.B,P00918,CA2,0.9884615384615385
3S73.B,P00918,CA2,0.9884615384615385
3S74.B,P00918,CA2,0.9884615384615385
3S75.B,P00918,CA2,0.9923076923076923
3S76.A,P00918,CA2,0.9884615384615385
3S77.B,P00918,CA2,0.9923076923076923
3S78.B,P00918,CA2,0.9923076923076923
3S79.A,P11511,CYP19A1,0.8986083499005965
3S7A.A,P00374,DHFR,0.9946524064171123
3S7B.A,Q9NRG4,SMYD2,0.9907621247113164
3S7D.A,Q9NRG4,SMYD2,0.9907621247113164
3S7F.A,Q9NRG4,SMYD2,0.9907621247113164
3S7G.A,P01857,IGHG1,0.6303030303030303
3S7G.B,P01857,IGHG1,0.6272727272727273
3S7G.C,P01857,IGHG1,0.6303030303030303
3S7G.D,P01857,IGHG1,0.6272727272727273
3S7H.A,P00734,F2,0.04340836012861737
3S7H.B,P00734,F2,0.3987138263665595
3S7J.A,Q9NRG4,SMYD2,0.9884526558891455
3S7K.A,P00734,F2,0.04983922829581994
3S7K.B,P00734,F2,0.40514469453376206
3S7K.C,P00734,F2,0.05305466237942122
3S7K.D,P00734,F2,0.4035369774919614
3S7L.A,P56817,BACE1,0.7365269461077844
3S7M.A,P56817,BACE1,0.7405189620758483
3S7R.A,Q99729,HNRNPAB,0.24397590361445784
3S7R.B,Q99729,HNRNPAB,0.24096385542168675
3S7S.A,P11511,CYP19A1,0.8986083499005965
3S84.A,P06727,APOA4,0.6035353535353535
3S84.B,P06727,APOA4,0.6085858585858586
3S8E.A,P55212,CASP6,0.7474402730375427
3S8E.B,P55212,CASP6,0.7303754266211604
3S8E.C,P55212,CASP6,0.7474402730375427
3S8E.D,P55212,CASP6,0.7542662116040956
3S8E.E,P55212,CASP6,0.7474402730375427
3S8E.F,P55212,CASP6,0.757679180887372
3S8E.G,P55212,CASP6,0.7372013651877134
3S8E.H,P55212,CASP6,0.7406143344709897
3S8I.A,Q8WTU0,DDI1,0.31313131313131315
3S8I.B,Q8WTU0,DDI1,0.29797979797979796
3S8L.A,P62993,GRB2,0.46543778801843316
3S8N.A,P62993,GRB2,0.46543778801843316
3S8O.A,P62993,GRB2,0.46543778801843316
3S8P.A,Q4FZB7,KMT5B,0.2632768361581921
3S8P.B,Q4FZB7,KMT5B,0.2689265536723164
